Year,State,Fishery,Assessment,Landings
2009,WA,Non-trawl,2025,77.20540861
2010,WA,Non-trawl,2025,46.22041023
2011,WA,Non-trawl,2025,40.41256707
2012,WA,Non-trawl,2025,45.4100417
2013,WA,Non-trawl,2025,36.51422442
2014,WA,Non-trawl,2025,28.77383981
2015,WA,Non-trawl,2025,31.80518655
2016,WA,Non-trawl,2025,41.22057117
2017,WA,Non-trawl,2025,45.9215662
2018,WA,Non-trawl,2025,38.88282027
2019,WA,Non-trawl,2025,29.58941068
2020,WA,Non-trawl,2025,12.74236749
2021,WA,Non-trawl,2025,11.71510515
2022,WA,Non-trawl,2025,13.54055457
2023,WA,Non-trawl,2025,8.559313067
2024,WA,Non-trawl,2025,5.408621136
1892,OR,Non-trawl,2013,0
1893,OR,Non-trawl,2013,0
1894,OR,Non-trawl,2013,0
1895,OR,Non-trawl,2013,0
1896,OR,Non-trawl,2013,0
1897,OR,Non-trawl,2013,0
1898,OR,Non-trawl,2013,0
1899,OR,Non-trawl,2013,0
1900,OR,Non-trawl,2013,0
1901,OR,Non-trawl,2013,0
1902,OR,Non-trawl,2013,0
1903,OR,Non-trawl,2013,0
1904,OR,Non-trawl,2013,0
1905,OR,Non-trawl,2013,0
1906,OR,Non-trawl,2013,0
1907,OR,Non-trawl,2013,0
1908,OR,Non-trawl,2013,0
1909,OR,Non-trawl,2013,0
1910,OR,Non-trawl,2013,0
1911,OR,Non-trawl,2013,0
1912,OR,Non-trawl,2013,0
1913,OR,Non-trawl,2013,0
1914,OR,Non-trawl,2013,0
1915,OR,Non-trawl,2013,0
1916,OR,Non-trawl,2013,9.25
1917,OR,Non-trawl,2013,9.72
1918,OR,Non-trawl,2013,10.2
1919,OR,Non-trawl,2013,10.67
1920,OR,Non-trawl,2013,11.15
1921,OR,Non-trawl,2013,11.62
1922,OR,Non-trawl,2013,12.1
1923,OR,Non-trawl,2013,12.57
1924,OR,Non-trawl,2013,13.05
1925,OR,Non-trawl,2013,13.52
1926,OR,Non-trawl,2013,14
1927,OR,Non-trawl,2013,14.52
1928,OR,Non-trawl,2013,24.23
1929,OR,Non-trawl,2013,38.33
1930,OR,Non-trawl,2013,32.15
1931,OR,Non-trawl,2013,26.24
1932,OR,Non-trawl,2013,9.66
1933,OR,Non-trawl,2013,14.33
1934,OR,Non-trawl,2013,16.34
1935,OR,Non-trawl,2013,15.42
1936,OR,Non-trawl,2013,33.66
1937,OR,Non-trawl,2013,33.36
1938,OR,Non-trawl,2013,20.41
1939,OR,Non-trawl,2013,9.76
1940,OR,Non-trawl,2013,32.02
1941,OR,Non-trawl,2013,48.41
1942,OR,Non-trawl,2013,84.5
1943,OR,Non-trawl,2013,109.28
1944,OR,Non-trawl,2013,24.23
1945,OR,Non-trawl,2013,15.7
1946,OR,Non-trawl,2013,22.99
1947,OR,Non-trawl,2013,16.57
1948,OR,Non-trawl,2013,23.72
1949,OR,Non-trawl,2013,7.93
1950,OR,Non-trawl,2013,18.99
1951,OR,Non-trawl,2013,13.72
1952,OR,Non-trawl,2013,6.44
1953,OR,Non-trawl,2013,5.68
1954,OR,Non-trawl,2013,8.83
1955,OR,Non-trawl,2013,6.3
1956,OR,Non-trawl,2013,5.22
1957,OR,Non-trawl,2013,11.45
1958,OR,Non-trawl,2013,3.15
1959,OR,Non-trawl,2013,5.52
1960,OR,Non-trawl,2013,2.05
1961,OR,Non-trawl,2013,8.73
1962,OR,Non-trawl,2013,10.3
1963,OR,Non-trawl,2013,6.23
1964,OR,Non-trawl,2013,0.55
1965,OR,Non-trawl,2013,3.01
1966,OR,Non-trawl,2013,2.92
1967,OR,Non-trawl,2013,7.93
1968,OR,Non-trawl,2013,5.91
1969,OR,Non-trawl,2013,21.22
1970,OR,Non-trawl,2013,3.54
1971,OR,Non-trawl,2013,0.85
1972,OR,Non-trawl,2013,1.43
1973,OR,Non-trawl,2013,0.16
1974,OR,Non-trawl,2013,0
1975,OR,Non-trawl,2013,0.55
1976,OR,Non-trawl,2013,0
1977,OR,Non-trawl,2013,0
1978,OR,Non-trawl,2013,16.17
1979,OR,Non-trawl,2013,60.26
1980,OR,Non-trawl,2013,15.91
1981,OR,Non-trawl,2013,47.47
1982,OR,Non-trawl,2013,48.12
1983,OR,Non-trawl,2013,49.45
1984,OR,Non-trawl,2013,37.66
1985,OR,Non-trawl,2013,69.32
1986,OR,Non-trawl,2013,174.93
1987,OR,Non-trawl,2013,222.12
1988,OR,Non-trawl,2013,96.85
1989,OR,Non-trawl,2013,40.02
1990,OR,Non-trawl,2013,0
1991,OR,Non-trawl,2013,2.1
1992,OR,Non-trawl,2013,8.1
1993,OR,Non-trawl,2013,31.24
1994,OR,Non-trawl,2013,18.84
1995,OR,Non-trawl,2013,122.56
1996,OR,Non-trawl,2013,70.47
1997,OR,Non-trawl,2013,12.69
1998,OR,Non-trawl,2013,75.73
1999,OR,Non-trawl,2013,4.23
2000,OR,Non-trawl,2013,2.22
2001,OR,Non-trawl,2013,0.81
2002,OR,Non-trawl,2013,3.26
2003,OR,Non-trawl,2013,2.32
2004,OR,Non-trawl,2013,0
2005,OR,Non-trawl,2013,5.31
2006,OR,Non-trawl,2013,2.4
2007,OR,Non-trawl,2013,2.79
2008,OR,Non-trawl,2013,9.68
2009,OR,Non-trawl,2013,19.6
2010,OR,Non-trawl,2013,21.88
2011,OR,Non-trawl,2013,17.95
2012,OR,Non-trawl,2013,17.71
1892,OR,Non-trawl,2025,19.2555
1893,OR,Non-trawl,2025,19.2555
1894,OR,Non-trawl,2025,19.2555
1895,OR,Non-trawl,2025,4.9513
1896,OR,Non-trawl,2025,1.1921
1897,OR,Non-trawl,2025,1.2148
1898,OR,Non-trawl,2025,0.6878
1899,OR,Non-trawl,2025,1.1631
1900,OR,Non-trawl,2025,1.6385
1901,OR,Non-trawl,2025,2.1141
1902,OR,Non-trawl,2025,2.5895
1903,OR,Non-trawl,2025,3.0648
1904,OR,Non-trawl,2025,3.5402
1905,OR,Non-trawl,2025,4.0158
1906,OR,Non-trawl,2025,4.4911
1907,OR,Non-trawl,2025,4.9665
1908,OR,Non-trawl,2025,5.4421
1909,OR,Non-trawl,2025,5.9175
1910,OR,Non-trawl,2025,6.3928
1911,OR,Non-trawl,2025,6.8682
1912,OR,Non-trawl,2025,7.3438
1913,OR,Non-trawl,2025,7.8192
1914,OR,Non-trawl,2025,8.2945
1915,OR,Non-trawl,2025,8.7699
1916,OR,Non-trawl,2025,9.2455
1917,OR,Non-trawl,2025,9.7209
1918,OR,Non-trawl,2025,10.1962
1919,OR,Non-trawl,2025,10.6718
1920,OR,Non-trawl,2025,11.1472
1921,OR,Non-trawl,2025,11.6225
1922,OR,Non-trawl,2025,12.0979
1923,OR,Non-trawl,2025,12.5735
1924,OR,Non-trawl,2025,13.0489
1925,OR,Non-trawl,2025,13.5242
1926,OR,Non-trawl,2025,13.9998
1927,OR,Non-trawl,2025,14.5173
1928,OR,Non-trawl,2025,24.2266
1929,OR,Non-trawl,2025,38.3329
1930,OR,Non-trawl,2025,32.1485
1931,OR,Non-trawl,2025,26.2383
1932,OR,Non-trawl,2025,9.6629
1933,OR,Non-trawl,2025,14.3311
1934,OR,Non-trawl,2025,16.3369
1935,OR,Non-trawl,2025,15.4165
1936,OR,Non-trawl,2025,33.6599
1937,OR,Non-trawl,2025,33.3641
1938,OR,Non-trawl,2025,30.9974
1939,OR,Non-trawl,2025,9.7627
1940,OR,Non-trawl,2025,36.9471
1941,OR,Non-trawl,2025,61.3055
1942,OR,Non-trawl,2025,87.3496
1943,OR,Non-trawl,2025,235.407
1944,OR,Non-trawl,2025,42.2726
1945,OR,Non-trawl,2025,15.7
1946,OR,Non-trawl,2025,22.9868
1947,OR,Non-trawl,2025,16.5734
1948,OR,Non-trawl,2025,23.7223
1949,OR,Non-trawl,2025,7.9306
1950,OR,Non-trawl,2025,18.987
1951,OR,Non-trawl,2025,13.7231
1952,OR,Non-trawl,2025,6.4363
1953,OR,Non-trawl,2025,5.6777
1954,OR,Non-trawl,2025,8.8269
1955,OR,Non-trawl,2025,6.2984
1956,OR,Non-trawl,2025,5.218
1957,OR,Non-trawl,2025,11.4474
1958,OR,Non-trawl,2025,3.1492
1959,OR,Non-trawl,2025,5.5168
1960,OR,Non-trawl,2025,2.343
1961,OR,Non-trawl,2025,8.735
1962,OR,Non-trawl,2025,10.2981
1963,OR,Non-trawl,2025,6.2294
1964,OR,Non-trawl,2025,14.1481
1965,OR,Non-trawl,2025,3.0113
1966,OR,Non-trawl,2025,2.9193
1967,OR,Non-trawl,2025,7.9304
1968,OR,Non-trawl,2025,5.9076
1969,OR,Non-trawl,2025,21.2167
1970,OR,Non-trawl,2025,3.54
1971,OR,Non-trawl,2025,0.8505
1972,OR,Non-trawl,2025,1.4252
1973,OR,Non-trawl,2025,5.6217
1974,OR,Non-trawl,2025,18.3885
1975,OR,Non-trawl,2025,4.8238
1976,OR,Non-trawl,2025,2.0432
1977,OR,Non-trawl,2025,151.9008
1978,OR,Non-trawl,2025,19.9548
1979,OR,Non-trawl,2025,66.1828
1980,OR,Non-trawl,2025,19.1333
1981,OR,Non-trawl,2025,51.0981
1982,OR,Non-trawl,2025,51.1105
1983,OR,Non-trawl,2025,52.8526
1984,OR,Non-trawl,2025,38.7282
1985,OR,Non-trawl,2025,71.2468
1986,OR,Non-trawl,2025,184.8139
1987,OR,Non-trawl,2025,245.3216
1988,OR,Non-trawl,2025,102.6146
1989,OR,Non-trawl,2025,97.8764
1990,OR,Non-trawl,2025,51.2783
1991,OR,Non-trawl,2025,33.8999
1992,OR,Non-trawl,2025,63.1104
1993,OR,Non-trawl,2025,33.9669
1994,OR,Non-trawl,2025,38.6185
1995,OR,Non-trawl,2025,131.2078
1996,OR,Non-trawl,2025,84.6086
1997,OR,Non-trawl,2025,46.8487
1998,OR,Non-trawl,2025,86.3391
1999,OR,Non-trawl,2025,40.9562
2000,OR,Non-trawl,2025,2.2221
2001,OR,Non-trawl,2025,2.1381
2002,OR,Non-trawl,2025,3.7467
2003,OR,Non-trawl,2025,3.2242
2004,OR,Non-trawl,2025,2.2786
2005,OR,Non-trawl,2025,6.1589
2006,OR,Non-trawl,2025,5.0843
2007,OR,Non-trawl,2025,6.4822
2008,OR,Non-trawl,2025,11.0353
2009,OR,Non-trawl,2025,21.4026
2010,OR,Non-trawl,2025,22.4941
2011,OR,Non-trawl,2025,20.4335
2012,OR,Non-trawl,2025,22.7682
2013,OR,Non-trawl,2025,19.2234
2014,OR,Non-trawl,2025,5.762
2015,OR,Non-trawl,2025,13.5416
2016,OR,Non-trawl,2025,16.0611
2017,OR,Non-trawl,2025,13.0993
2018,OR,Non-trawl,2025,7.4689
2019,OR,Non-trawl,2025,8.3962
2020,OR,Non-trawl,2025,10.5803
2021,OR,Non-trawl,2025,8.5625
2022,OR,Non-trawl,2025,4.307
2023,OR,Non-trawl,2025,5.3645
2024,OR,Non-trawl,2025,1.992177691
1892,All,Non-trawl,2013,0
1893,All,Non-trawl,2013,0
1894,All,Non-trawl,2013,0
1895,All,Non-trawl,2013,0
1896,All,Non-trawl,2013,0
1897,All,Non-trawl,2013,0
1898,All,Non-trawl,2013,0
1899,All,Non-trawl,2013,0
1900,All,Non-trawl,2013,0
1901,All,Non-trawl,2013,0
1902,All,Non-trawl,2013,0
1903,All,Non-trawl,2013,0
1904,All,Non-trawl,2013,0
1905,All,Non-trawl,2013,0
1906,All,Non-trawl,2013,0
1907,All,Non-trawl,2013,0
1908,All,Non-trawl,2013,0
1909,All,Non-trawl,2013,0
1910,All,Non-trawl,2013,0
1911,All,Non-trawl,2013,0
1912,All,Non-trawl,2013,0
1913,All,Non-trawl,2013,0
1914,All,Non-trawl,2013,0
1915,All,Non-trawl,2013,0
1916,All,Non-trawl,2013,41.85
1917,All,Non-trawl,2013,44.04
1918,All,Non-trawl,2013,46.24
1919,All,Non-trawl,2013,48.43
1920,All,Non-trawl,2013,50.62
1921,All,Non-trawl,2013,52.81
1922,All,Non-trawl,2013,55
1923,All,Non-trawl,2013,57.19
1924,All,Non-trawl,2013,59.39
1925,All,Non-trawl,2013,61.58
1926,All,Non-trawl,2013,63.77
1927,All,Non-trawl,2013,66
1928,All,Non-trawl,2013,85.42
1929,All,Non-trawl,2013,113.63
1930,All,Non-trawl,2013,101.26
1931,All,Non-trawl,2013,89.44
1932,All,Non-trawl,2013,56.29
1933,All,Non-trawl,2013,65.63
1934,All,Non-trawl,2013,69.64
1935,All,Non-trawl,2013,67.8
1936,All,Non-trawl,2013,104.29
1937,All,Non-trawl,2013,103.7
1938,All,Non-trawl,2013,77.79
1939,All,Non-trawl,2013,56.49
1940,All,Non-trawl,2013,101
1941,All,Non-trawl,2013,133.79
1942,All,Non-trawl,2013,205.97
1943,All,Non-trawl,2013,255.53
1944,All,Non-trawl,2013,85.42
1945,All,Non-trawl,2013,68.37
1946,All,Non-trawl,2013,82.94
1947,All,Non-trawl,2013,70.11
1948,All,Non-trawl,2013,84.41
1949,All,Non-trawl,2013,76.95
1950,All,Non-trawl,2013,64.3
1951,All,Non-trawl,2013,83.38
1952,All,Non-trawl,2013,55.08
1953,All,Non-trawl,2013,25.93
1954,All,Non-trawl,2013,45.53
1955,All,Non-trawl,2013,48.47
1956,All,Non-trawl,2013,20.28
1957,All,Non-trawl,2013,37.02
1958,All,Non-trawl,2013,10.6
1959,All,Non-trawl,2013,23.57
1960,All,Non-trawl,2013,22.18
1961,All,Non-trawl,2013,19.79
1962,All,Non-trawl,2013,23.01
1963,All,Non-trawl,2013,14.46
1964,All,Non-trawl,2013,11.28
1965,All,Non-trawl,2013,11.11
1966,All,Non-trawl,2013,7.81
1967,All,Non-trawl,2013,12.11
1968,All,Non-trawl,2013,8.03
1969,All,Non-trawl,2013,27.96
1970,All,Non-trawl,2013,3.81
1971,All,Non-trawl,2013,0.85
1972,All,Non-trawl,2013,1.44
1973,All,Non-trawl,2013,0.24
1974,All,Non-trawl,2013,0.6
1975,All,Non-trawl,2013,2.56
1976,All,Non-trawl,2013,0.01
1977,All,Non-trawl,2013,22.98
1978,All,Non-trawl,2013,54.87
1979,All,Non-trawl,2013,101.51
1980,All,Non-trawl,2013,31.06
1981,All,Non-trawl,2013,98.56
1982,All,Non-trawl,2013,107.61
1983,All,Non-trawl,2013,121.55
1984,All,Non-trawl,2013,134.76
1985,All,Non-trawl,2013,269.68
1986,All,Non-trawl,2013,392.33
1987,All,Non-trawl,2013,559.75
1988,All,Non-trawl,2013,277.74
1989,All,Non-trawl,2013,200.28
1990,All,Non-trawl,2013,118.85
1991,All,Non-trawl,2013,99.7
1992,All,Non-trawl,2013,175.14
1993,All,Non-trawl,2013,311.15
1994,All,Non-trawl,2013,316.15
1995,All,Non-trawl,2013,400.44
1996,All,Non-trawl,2013,278.39
1997,All,Non-trawl,2013,169.09
1998,All,Non-trawl,2013,236.23
1999,All,Non-trawl,2013,122
2000,All,Non-trawl,2013,28.81
2001,All,Non-trawl,2013,16.28
2002,All,Non-trawl,2013,26.99
2003,All,Non-trawl,2013,21.9
2004,All,Non-trawl,2013,31.44
2005,All,Non-trawl,2013,49.02
2006,All,Non-trawl,2013,56.1
2007,All,Non-trawl,2013,54.44
2008,All,Non-trawl,2013,54.32
2009,All,Non-trawl,2013,101.7
2010,All,Non-trawl,2013,68.56
2011,All,Non-trawl,2013,59.58
2012,All,Non-trawl,2013,47.98
1892,All,Non-trawl,2025,19.2555
1893,All,Non-trawl,2025,19.2555
1894,All,Non-trawl,2025,19.2555
1895,All,Non-trawl,2025,4.9513
1896,All,Non-trawl,2025,1.1921
1897,All,Non-trawl,2025,1.2148
1898,All,Non-trawl,2025,0.6878
1899,All,Non-trawl,2025,1.1631
1900,All,Non-trawl,2025,1.6385
1901,All,Non-trawl,2025,2.1141
1902,All,Non-trawl,2025,2.5895
1903,All,Non-trawl,2025,3.0648
1904,All,Non-trawl,2025,3.5402
1905,All,Non-trawl,2025,4.0158
1906,All,Non-trawl,2025,4.4911
1907,All,Non-trawl,2025,4.9665
1908,All,Non-trawl,2025,5.4421
1909,All,Non-trawl,2025,5.9175
1910,All,Non-trawl,2025,6.3928
1911,All,Non-trawl,2025,6.8682
1912,All,Non-trawl,2025,7.3438
1913,All,Non-trawl,2025,7.8192
1914,All,Non-trawl,2025,8.2945
1915,All,Non-trawl,2025,8.7699
1916,All,Non-trawl,2025,41.94395044
1917,All,Non-trawl,2025,44.18378148
1918,All,Non-trawl,2025,46.3668345
1919,All,Non-trawl,2025,48.50981782
1920,All,Non-trawl,2025,50.7020217
1921,All,Non-trawl,2025,52.8864355
1922,All,Non-trawl,2025,55.07092831
1923,All,Non-trawl,2025,57.29102228
1924,All,Non-trawl,2025,59.5195345
1925,All,Non-trawl,2025,61.71753507
1926,All,Non-trawl,2025,63.94806166
1927,All,Non-trawl,2025,66.14517099
1928,All,Non-trawl,2025,85.54269858
1929,All,Non-trawl,2025,113.7603594
1930,All,Non-trawl,2025,101.3982273
1931,All,Non-trawl,2025,89.47596911
1932,All,Non-trawl,2025,56.52876784
1933,All,Non-trawl,2025,65.65695474
1934,All,Non-trawl,2025,69.75936984
1935,All,Non-trawl,2025,67.93665993
1936,All,Non-trawl,2025,104.4568219
1937,All,Non-trawl,2025,103.7925295
1938,All,Non-trawl,2025,88.43137745
1939,All,Non-trawl,2025,56.54259512
1940,All,Non-trawl,2025,105.9878813
1941,All,Non-trawl,2025,146.7526316
1942,All,Non-trawl,2025,208.8522586
1943,All,Non-trawl,2025,381.681494
1944,All,Non-trawl,2025,103.4930116
1945,All,Non-trawl,2025,68.40764814
1946,All,Non-trawl,2025,82.98125202
1947,All,Non-trawl,2025,70.13698678
1948,All,Non-trawl,2025,84.43951552
1949,All,Non-trawl,2025,76.98416581
1950,All,Non-trawl,2025,64.37501782
1951,All,Non-trawl,2025,83.42891279
1952,All,Non-trawl,2025,55.11485532
1953,All,Non-trawl,2025,25.94357572
1954,All,Non-trawl,2025,45.56411552
1955,All,Non-trawl,2025,48.52101667
1956,All,Non-trawl,2025,20.33333822
1957,All,Non-trawl,2025,37.09090288
1958,All,Non-trawl,2025,10.64183765
1959,All,Non-trawl,2025,23.58267572
1960,All,Non-trawl,2025,22.50840115
1961,All,Non-trawl,2025,19.81085474
1962,All,Non-trawl,2025,23.03304756
1963,All,Non-trawl,2025,14.49750173
1964,All,Non-trawl,2025,24.90304756
1965,All,Non-trawl,2025,11.13715474
1966,All,Non-trawl,2025,7.832886784
1967,All,Non-trawl,2025,12.14215144
1968,All,Non-trawl,2025,8.058444256
1969,All,Non-trawl,2025,27.9667
1970,All,Non-trawl,2025,3.81
1971,All,Non-trawl,2025,0.8505
1972,All,Non-trawl,2025,1.4352
1973,All,Non-trawl,2025,5.7017
1974,All,Non-trawl,2025,18.9885
1975,All,Non-trawl,2025,6.8338
1976,All,Non-trawl,2025,2.0432
1977,All,Non-trawl,2025,174.8808
1978,All,Non-trawl,2025,58.6548
1979,All,Non-trawl,2025,107.4328
1980,All,Non-trawl,2025,34.2833
1981,All,Non-trawl,2025,102.0909982
1982,All,Non-trawl,2025,110.6005
1983,All,Non-trawl,2025,124.9426
1984,All,Non-trawl,2025,135.8282
1985,All,Non-trawl,2025,271.5975911
1986,All,Non-trawl,2025,402.2007391
1987,All,Non-trawl,2025,591.9675686
1988,All,Non-trawl,2025,283.5046
1989,All,Non-trawl,2025,258.1321847
1990,All,Non-trawl,2025,170.1427376
1991,All,Non-trawl,2025,131.509905
1992,All,Non-trawl,2025,230.1527169
1993,All,Non-trawl,2025,313.8769
1994,All,Non-trawl,2025,335.9839136
1995,All,Non-trawl,2025,409.5102907
1996,All,Non-trawl,2025,292.5309765
1997,All,Non-trawl,2025,203.2177274
1998,All,Non-trawl,2025,247.0045072
1999,All,Non-trawl,2025,158.7262
2000,All,Non-trawl,2025,28.77620436
2001,All,Non-trawl,2025,17.63341643
2002,All,Non-trawl,2025,27.38668892
2003,All,Non-trawl,2025,22.78037826
2004,All,Non-trawl,2025,33.67585056
2005,All,Non-trawl,2025,49.76755557
2006,All,Non-trawl,2025,59.01212158
2007,All,Non-trawl,2025,58.77542708
2008,All,Non-trawl,2025,55.61205568
2009,All,Non-trawl,2025,103.8408187
2010,All,Non-trawl,2025,70.50332863
2011,All,Non-trawl,2025,62.86281305
2012,All,Non-trawl,2025,73.62961462
2013,All,Non-trawl,2025,59.12511583
2014,All,Non-trawl,2025,37.0542208
2015,All,Non-trawl,2025,46.55690229
2016,All,Non-trawl,2025,60.2683283
2017,All,Non-trawl,2025,59.0331132
2018,All,Non-trawl,2025,46.66779639
2019,All,Non-trawl,2025,38.74519646
2020,All,Non-trawl,2025,24.35186643
2021,All,Non-trawl,2025,21.06413432
2022,All,Non-trawl,2025,19.06363572
2023,All,Non-trawl,2025,18.66560616
2024,All,Non-trawl,2025,9.89969408
